COMP_ID,CPNAME,CPADDRESS1,CPADDRESS2,CPCITY,CPSTATE,CPZIP,CPPHONE,CPFAX,CPNOTES,TRACK_NO,IBM_NO,TAX_ID_TYP,TAX_ID,CPGROUP,SOB,DISABILITY,GLIABILITY,WORKCOMP,HIC,CONTRACTOR,CTL_NO,DM,CN,CC,FH,SR,SPECINSP,SI_NO,MOD_BY,MOD_WHEN
158,"JEROME GILLMAN CONSULTING ARCHITECT, PC","40 WORTH STREET, SUITE 1630",,NEW YORK,NY,10013,2123499304,,,,,C,,01,,,,,,,,,,,,,,,0,
159,GLENWOOD MANAGEMENT CORP.,1200 UNION TURNPIKE,,NEW HYDE PARK,NY,11040,7183436400,,,,,C,,01,,,,,,,,,,,,,,,0,
160,GMA ELECTRIC,201 EDWARD CURRY AVENUE,SUITE 207,STATEN ISLAND,NY,10314,7184779600,7188166215,Shop fax # (718) 477-9625,,,C,,01,,,,,,,,,,,,,,,0,
161,GOODSTEIN MANAGEMENT,211 EAST 46TH STREET,,NEW YORK,NY,10017,2123768600,,,,,C,,01,,,,,,,,,,,,,,,0,
162,"GORD, JAMES",111 EAST 75TH STREET,,NEW YORK,NY,10021,2128610225,,,,,C,,01,,,,,,,,,,,,,,,0,
163,"GRADY, JEFF",,,,,,9173637317,,,,,C,,01,,,,,,,,,,,,,,,0,
164,"GRAND BASKET CO., INC.",53-06 GRAND AVENUE,,MASPETH,NY,,7183866400,,,,,C,,01,,,,,,,,,,,,,,,0,
165,GREAT MID ATLANTIC REALTY CORP.,,,,,,5164663563,5164662781,,,,C,,01,,,,,,,,,,,,,,,0,
166,GREEN & ETTINGER,770 LEXINGTON AVENUE,,NEW YORK,NY,10021,2127526920,2127526923,,,,C,,01,,,,,,,,,,,,,,,0,
170,HALLEN STEEL,,,,,,7187841730,,,,,C,,01,,,,,,,,,,,,,,,0,
171,"HANLEY, TIM",1625 EAST 92ND STREET,,BROOKLYN,NY,11236,7182405911,7184956898,,,,C,,01,,,,,,,,,,,,,,,0,
172,"HANSEN MANAGEMENT, INC.",160 5TH AVENUE,,NEW YORK,NY,10010,2129244766,,,,,C,,01,,,,,,,,,,,,,,,0,
173,HARBOUR MECHANICAL CORP.,230 WEST 17TH STREET,,NEW YORK,NY,10011,,2129241233,,8311,,C,061095383,01,,,,,,,,,,,,,,,64,2018-11-26 10:31:27
174,HENICK LANE INC.,45-39 DAVIS STREET,,LONG ISLAND CITY,NY,11101,7187867277,7187867170,,008076,,C,112028211,01,,2010-12-31,2012-01-01,2012-01-01,,True,,,,,,,,,0,
175,HOFFMAN MANAGEMENT,300 WEST 55TH STREET,SUITE 2S,NEW YORK,NY,10019,2122474975,,,,,C,,01,,,,,,,,,,,,,,,0,
176,HOFFMANN ARCHITECTS,1040 AVENUE OF THE AMERICAS,SUITE 14C,NEW YORK,NY,10018,2127899915,2127899916,,,,C,,01,,,,,,,,,,,,,,,0,
177,"HOWARD L. ZIMMERMAN ARCHITECT, P.C.","11 WEST 30TH STREET, 3RD FLOOR",,NEW YORK,NY,10001,2125649393,2125649032,,,,C,133995861,01,,,,,,False,,,,,,,True,001712,64,2014-04-16 09:46:26
178,NYC HPD,100 GOLD STREET,,NEW YORK,NY,10038,2127411300,,,,,C,,01,,,,,,,,,,,,,,,0,
179,"I. GRACE CO., INC., THE",403 EAST 91ST STREET,,NEW YORK,NY,10128,2129871900,,,3872,,C,,01,,,,,,True,,,,,,,,,0,
180,"IANNELLI CONSTRUCTION CO., INC.",9723 3RD AVENUE,,BROOKLYN,NY,11209,7188362000,7188335416,,1171,,C,,01,,,,,,True,,,,,,,,,0,
181,JACOB'S,1 NORTH FRANKLIN STREET,,CHICAGO,IL,60606,3122513000,,,,,C,,01,,,,,,,,,,,,,,,0,
182,IMA ENGINEERING P.C.,123-23 82ND AVENUE,,KEW GARDENS,NY,11415,7182688600,,,,,C,,01,,,,,,,,,,,,,,,0,
183,DOUGLAS ELLIMAN,"675 3RD AVENUE, 6TH FLOOR",,NEW YORK,NY,10017,2124554722,,INSIGNIA RESIDENTIAL GROUP,,,C,,01,,,,,,,,,,,,,,,56,2013-09-10 16:58:39
184,INSIGNIA RESIDENTIAL MANAGEMENT,156 WEST END AVENUE,SITE,NEW YORK,NY,10023,2124965200,,,,,C,,01,,,,,,,,,,,,,,,0,
185,"INTERLINK GROUUP, INC.",138 WEST 25TH STREET,,NEW YORK,NY,10001,2127416445,,,,,C,,01,,,,,,,,,,,,,,,0,
186,"IRVINE REALTY GROUP, INC.","122 EAST 55TH STREET, 3RD FLOOR",,NEW YORK,NY,10022,2127547100,,,,,C,,01,,,,,,,,,,,,,,,0,
187,JACK GREEN ASSOCIATES,242 WEST 36TH STREET,,NEW YORK,NY,10018,2126290850,2126290854,,,,C,,01,,,,,,,,,,,,,True,000422,56,2012-11-06 15:56:58
188,"JAGUAR CONTRACTING, INC.","1012 CONEY ISLAND AVENUE, PMB # 102",,BROOKLYN,NY,11230,7182822002,7182821000,"
",604472,20137,C,113442077,01,2013-12-31,2014-08-28,2014-08-25,2013-09-16,,True,,False,False,False,False,False,,,20,2020-01-10 10:04:45
189,"JAM CONSULTANTS, INC.",104 WEST 29TH STREET  9TH FLOOR,,NEW YORK,NY,10001,2122444427,2122444497,,,,C,,01,,,,,,,,,,,,,,,120,2021-01-07 10:37:17
190,"JAN HIRD POKORNY ARCHITECTS, PC.",39 WEST 37TH STREET,12A,NEW YORK,NY,10018,2127596462,2127596540,www.jhpokorny.com,,,C,,01,,,,,,,,,,,,,,,120,2018-08-29 16:20:40
191,JB ELECTRIC CORP.,,,,,,,,,,,C,,01,,,,,,,,,,,,,,,0,
192,JEFFREY MANAGEMENT,3601 HEMPSTEAD TURNPIKE  FL.2,,LEVITTOWN,NY,11756,5167354800,,,,,C,,01,,,,,,,,,,,,,,,0,
193,"JMJ CROSS ENTERPRISES, INC.","217 CENTRE STREET, 5TH FLOOR",,NEW YORK,NY,10013,2122852108,2122852108,,,,C,,01,,,,,,True,,,,,,,,,0,
194,JMS ARCHITECT & PLANNER P.C.,3 SCHOOL STREET,,GLEN COVE,NY,11542,2125347771,,,,,C,,01,,,,,,,,,,,,,,,0,
195,JOHN FALK,333 EAST 53RD STREET,,NEW YORK,,,,,,,,C,,01,,,,,,,,,,,,,,,0,
197,"JOHN J. GROGAN & ASSOCIATES, INC.",360 LEXINGTON AVENUE,,NEW YORK,NY,10017,2123701480,,,,,C,,01,,,,,,,,,,,,,,,0,
198,JOHN STACOM ARCHITECTURAL DESIGN,38-08 BELL BLVD.,,BAYSIDE,NY,11361,7182257755,7182299301,,,,C,,01,,,,,,,,,,,,,,,119,2017-10-30 16:42:46.999000
199,JOHNSON CONTROLS INC.,60 42ND STREET,,NEW YORK,NY,10165,6466586728,2014620701,,34701,,C,,01,,,,,,,,,,,,,,,0,
200,JONES LANG LASALLE AM,261 FIFTH AVENUE,,NEW YORK,NY,10016,2126894372,,,,,C,,01,,,,,,,,,,,,,,,0,
201,JOSEPH E. BRENNAN JR. P.E.,838 NORTH 26TH STREET,,PHILADELPHIA,PA,19130,2152323600,2152322836,,,,C,,01,,,,,,,,,,,,,,,0,
202,"JOSEPH R. LORING & ASSOCIATES, INC.",360 WEST 31ST ST,,NEW YORK,NY,10001,2125637400,2125637382,Correct address,,,C,,01,,,,,,,,,,,,,,,0,
203,J T & T AIR CONDITIONING CORP.,64-54 MAURICE AVENUE,,MASPETH,NY,11378,7184161660,7184161661,,004413,,C,112793053,01,,2011-01-01,2011-08-24,2011-05-01,,True,,,,,,,,,31,2018-08-21 17:26:01.999000
204,"KAY WATERPROOFING, CORP",211 EAST 123RD STREET,,NEW YORK,NY,10035,2123483300,2123483642,,002656,,C,133644876,01,2006-12-31,,2007-10-01,2007-10-01,,True,,,,,,,,,19,2012-11-13 09:36:13
205,KAYE SCHOLER,407 PARK AVENUE SOUTH,,NEW YORK,NY,10016,2128368522,,,,,C,,01,,,,,,,,,,,,,,,0,
206,KELAIR MECHANICAL,,,,,,,9149347645,,,,C,,01,,,,,,,,,,,,,,,0,
207,KENNY LEE ARCHITECT,164-05 NORTHERN BOULEVARD,,FLUSHING,NY,11358,7184632406,,,,,C,,01,,,,,,,,,,,,,,,0,
208,WDF INC.,30 N. MACQUESTEN PARKWAY,,MT. VERNON,NY,10550,9147768177,9146658032,,,,C,,01,,,,,,,,,,,,,,,0,
209,"KEYSPAN ENGINEERING ASSOCIATES, INC.",30 JERICHO EXECUTIVE PLAZA CW,,JERICHO,NY,11753,5168761842,,,,,C,,01,,,,,,,,,,,,,,,0,
210,KFJ REALTY LLC C/O CHARLES GREENTHAL,4 PARK AVENUE,,NEW YORK,NY,10016,2126446703,,,,,C,,01,,,,,,,,,,,,,,,0,
211,KLUMB/CIRINCIONE ARCHITECTS,17 WATCHUNG AVENUE,,CHATHAM,NJ,07928,9736351771,,,,,C,,01,,,,,,,,,,,,,,,0,
212,"KM ASSOCIATES OF NY, INC.",158 WEST 29TH STREET  7TH FLOOR,,NEW YORK,NY,10001,2125636760,2125636753,,,,C,113432739,01,,,,,,,,,,,,,,,41,2020-06-02 15:35:56
213,LAND AIR WATER ENVIRONMENTAL,32 CHICHESTER AVENUE,,MORICHES,NY,11934,5168742112,,,,12542,C,,01,,,,,,,,,,,,,,,0,
214,LAWLESS & MANGIONE ARCHITECTS AND ENGINE,480 NORTH BROADWAY,,YONKERS,NY,10701,9144238844,9144238981,,,,C,,01,,,,,,,,,,,,,True,,33,2015-05-07 10:19:41
215,LEHR CONSTRUCTION CORP.,"902 BROADWAY, 6TH FLOOR",,NEW YORK,NY,10010,2123531160,2125056597,,002639,00760,C,132993507,01,2007-12-31,2010-06-19,2009-08-04,2010-08-04,,True,,,,,,,,,0,
216,LEVEST ELECTRIC CORP.,,,,,,,2122798051,,,,C,,01,,,,,,,,,,,,,,,0,
217,LIEBERT CORPORATION,,,,,,,2122397723,,,,C,,01,,,,,,,,,,,,,,,0,
218,LILKER ASSOCIATES,1001 AVENUE OF THE AMERICAS,9TH FLOOR,NEW YORK,NY,10018,2126951000,,,,,C,,01,,,,,,,,,,,,,True,000816,20,2018-03-28 14:36:21
219,"LINA HOMES, INC.",42-21 FRANCES LEWIS BLVD.,,BAYSIDE,NY,11361,7182244800,7182799391,,5005,,C,113220361,01,,,,,,,,,,,,,,,0,
220,LINCOLN TOWERS,170 WEST END AVENUE,,NEW YORK,NY,10023,2124965200,,,,,C,,01,,,,,,,,,,,,,,,0,
221,LJS ENGINEERING,8 CORNELL ROAD,,PARLIN,NJ,08859,7187295840,,,,,C,,01,,,,,,,,,,,,,,,0,
222,LONGFELLOW PROPERTIES*,330 WEST 58TH STREET,SUITE 513,NEW YORK,NY,10019,2127670011,,,,,C,,01,,,,,,,,,,,,,,,0,
224,THORNTON-TOMASETTI ENGINEERS,7 CAMBRIDGE DRIVE,,TRUMBULL,CT,06611,2033743701,2033743701,,,,C,,01,,,,,,,,,,,,,,,0,
225,M & T REALTY,97 HOUSATONIC DRIVE,,MILFORD,CT,06460,,,,,,C,,01,,,,,,,,,,,,,,,0,
226,M & A PLUMBING & HEATING CORP.,440 MORGAN AVENUE,,BROOKLYN,NY,11222,7183889329,7183886590,,,27249,C,113768942,01,,2009-04-29,2009-04-15,2009-06-29,,True,,,,,,,,,0,
227,M.H. KANE,1531 SMITHTOWN AVENUE,,BOHEMIA,NY,11716,6315637575,6315637657,,,10896,C,112593689,01,,,,,,True,,,,,,,,,0,
228,"MADAD CONTRACTING CO., INC.",,,,,,,2127799456,,,,C,,01,,,,,,,,,,,,,,,0,
230,MARCELO BARUJEL ARCHITECT,1 EAST 28TH STREET,,NEW YORK,NY,10016,2122136305,,,,,C,,01,,,,,,,,,,,,,,,0,
231,"MARIANO D. MOLINA ENGINEERING, PC",65 BLEECKER STREET,,NEW YORK,NY,10012,2126770777,2126779156,,,,C,,01,,,,,,,,,,,,,,,0,
232,MARLIN MECHANICAL,"352 7TH AVENUE, SUITE 900",,NEW YORK,NY,10001,2129672121,2129673350,,,,C,,01,,,,,,True,,,,,,,,,0,
233,MARSELLA + KNOETGEN LLC.,154 EAST BOSTON POST RD.,,MAMARONECK,NY,10543,9143815198,9143815194,,,,C,,01,,,,,,,,,,,,,,,0,
234,MARTENS PLUMBING & HEATING,192-25 STATION RD,,FLUSHING,NY,11358,7183527111,,,,,C,,01,,,,,,,,,,,,,,,0,
236,MASSIMO RELLINI,211 THOMPSON ST APT #5C,,NEW YORK,NY,10012,2122531842,2126743787,,,,C,,01,,,,,,,,,,,,,,,0,
237,"MATZEN CONSTRUCTION, INC.",2112 NY 7,,TROY,NY,12180,5186635400,5186635353,,19695,,C,,01,,,,,,,,,,,,,,,0,
238,MAZZEO ELECTRIC CORP.,41-26 24TH STREET,,LONG ISLAND CITY,NY,11101,7183610306,7187865953,,,22962,C,,01,,,,,,,,,,,,,,,0,
239,MCGOVERN INTERIORS,5 BRYANT STREET,,ARDSLEY,NY,10502,9142616070,,,21780,,C,071762430,01,,,,,,True,,,,,,,,,0,
240,MDK EXPEDITING,,,,,,7182636197,,,,,C,,01,,,,,,,,,,,,,,,0,
241,"MELITA, ANTHONY J.",12 MANSION DRIVE,,OLD WESTBURY,NY,11568,5166262650,,,,,C,,01,,,,,,,,,,,,,,,0,
243,MERCER WRECKING RECYCLING GROUP,853 NOTTINGHAM WAY,,TRENTON,NJ,08638,6096318230,,,20165,,C,222586068,01,,,,,,True,,,,,,,,,0,
244,MERLOT MANAGEMENT,201 WEST 91ST ST,SUITE 1D,NEW YORK,NY,10024,2123629298,,,,,C,,01,,,,,,,,,,,,,,,63,2016-05-02 12:18:24
245,MERRITT ENGINEERING CONSULTANTS PC,28-08 BAYSIDE LANE,,BAYSIDE,NY,11358,7187670923,,,,,C,,01,,,,,,,,,,,,,True,000460,63,2013-11-14 17:00:34.999000
247,METRO TECH CENTER,ONE METRO TECH CENTER,,BROOKLYN,NY,11201,7184032914,,,,,C,,01,,,,,,,,,,,,,,,0,
248,MHPAZ REALTY & CONST. LLC,7 SHADY SIDE AVE.,,UPPER GRANDVIEW,NY,10960,7188528500,,,16070,,C,,01,,,,,,,,,,,,,,,0,
249,MICHAEL G. FAHEY ARCHITECTS,5 GREAT JONES STREET #1,,NEW YORK,NY,10012,2122280525,,,,,C,,01,,,,,,,,,,,,,,,0,
250,MICHAEL MIDDLETON DWYER ARCHITECTS,"245 EIGHTH AVENUE, NO. 842",,NEW YORK,NY,10011,2122426767,2122420155,,,,C,,01,,,,,,,,,,,,,,,0,
251,"MIDBORO MANAGEMENT, INC.",333 7TH AVENUE,5TH FL,NEW YORK,NY,10001,2128778500,2128750808,,,,C,,01,,,,,,,,,,,,,,,16,2013-07-22 16:42:51.999000
252,MIDTOWN DANIEL CORP.,645 MADISON AVENUE,,NEW YORK,NY,10022,2125933271,2123716883,,,,C,,01,,,,,,,,,,,,,,,0,
253,"MIKE COLLINS CONTRACTING, INC.",319 EAST 75TH STREET NY,,NEW YORK,,10021,9175497739,,,15829,,C,,01,,,,,,,,,,,,,,,0,
254,MIKE SAM CONSTRUCTION CORP,92-29 QUEENS BOULEVARD,,REGO PARK,NY,11374,7184598500,,,,19240,C,,01,,,,,,True,,,,,,,,,0,
255,MILLENIUM RESTORATION CORP.,36-14 11TH STREET,,LONG ISLAND CITY,NY,11106,7188948055,7184161425,,1609,19104,C,135763240,01,,,2007-01-10,2007-03-22,,True,,,,,,,,,0,
256,MILLER SAVARESE ASSOCIATES,1120 AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,2127044044,,,,,C,,01,,,,,,,,,,,,,,,0,
257,"MILROSE CONSULTANTS, INC",498 SEVENTH AVENUE,8TH FLOOR,NEW YORK,NY,10018,2126434545,2126434859,,,,C,,01,,,,,,,,,,,,,,,0,
258,MJ MACALUSO & ASSOCIATES,305 EAST 46TH STREET NY,,NEW YORK,,10017,2123556555,2123556919,,,,C,,01,,,,,,,,,,,,,,,0,
259,MKG CONSTRUCTION & CONSULTING,214 WEST 29TH STREET,,NEW YORK,NY,10001,2125945178,,,,,C,,01,,,,,,,,,,,,,,,0,
260,"MONADNOCK CONSTRUCTION, INC.",155 3RD STREET,,BROOKLYN,NY,11231,7188758160,,,003427,1670,C,112365057,01,,,,,,,,,,,,,,,63,2015-11-12 15:53:52
261,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,,BRONX,NY,10467,7189202474,,,,,C,,01,,,,,,,,,,,,,,,0,
262,MONTOYA + RODRIGUEZ,127 WEST 24TH STREET,,NEW YORK,NY,10011,2129897730,2126273507,,,,C,,01,,,,,,,,,,,,,,,0,
263,"MSDW 140 BROADWAY PROPERTY, LLC",140 BROADWAY,,NEW YORK,NY,10005,2129431500,,,,,C,,01,,,,,,,,,,,,,,,0,
264,"MURRAY, ANDREW",1320 19TH STREET  SUITE 800,,WASHINGTON,DC,20036,2024874627,,,,,C,,01,,,,,,,,,,,,,,,0,
265,LK2 LLC,536 WEST 29TH STREET,,NEW YORK,NY,10001,2122391563,2122391563,,,,C,,01,,,,,,,,,,,,,,,0,
266,NATIONAL ENVIRONMENTAL SAFETY,10-38 46TH ROAD,,LONG ISLAND CITY,NY,11101,7183610044,,,,,C,,01,,,,,,,,,,,,,,,0,
267,NEW TOWN CORPORATION,66 PALMER AVENUE,,BRONXVILLE,NY,10708,9147795100,9147795286,,,20716,C,,01,,,,,,,,,,,,,,,0,
268,"NEW YORK ROOFING, INC.",28-10 38TH AVENUE,,LONG ISLAND CITY,NY,11101,7187866363,7187864089,,11345,06803,C,111541283,01,2006-12-31,,2007-05-01,2007-01-01,,True,,,,,,,,,0,
269,"NEWMARK & COMPANY REAL ESTATE, INC.",1501 BROADWAY,SUITE 2004,NEW YORK,NY,10036,2123542206,,,,,C,,01,,,,,,,,,,,,,,,0,
270,NORMAN A. GLAVAS ARCHITECT,162 BOULDER ROAD,,MANHASSET,NY,11030,5163655111,5163655197,,,,C,,01,,,,,,,,,,,,,,,0,
271,NORMAN CICELSKY ARCHITECT,6 WEST BANK ROAD,,RYE,NY,10580,9149676231,,,,,C,,01,,,,,,,,,,,,,,,0,
272,NORTH WAY CONTRACTING CORP.,307 7TH AVENUE STE 1103,,NEW YORK,NY,10001,2122434966,2122434872,,17713,,C,133635704,01,,,,,,True,,,,,,,,,0,
273,"NORTHERN BAY CONTRACTORS, INC",9-15 38TH AVENUE,,LONG ISLAND CITY,NY,11101,7189372420,7189372518,"DOT
GL-04/01/08
WC-06/29/08
LB-Rider to increase ",008189,22459,C,133635704,01,,2011-07-29,2011-04-01,2010-06-29,,True,,,,,,,,,31,2015-02-10 11:33:59
274,NTX INTERIORS,251 PARK AVENUE SOUTH,,NEW YORK,NY,10010,2127802400,2127802401,,,,C,,01,,,,,,,,,,,,,,,0,
276,NYC BOARD OF ED-DIVISION OF SCHOOL FACIL,44-36 VERNON BOULEVARD-6TH FLOOR,,LONG ISLAND CITY,NY,11101,7183495410,,,,,C,,01,,,,,,,,,,,,,,,0,
277,NYC DDC,30-30 THOMSON AVENUE,,LONG ISLAND CITY,NY,11101,7183911127,,,,,C,,01,,,,,,,,,,,,,,,120,2018-05-15 11:21:30
278,NYC DEPT. OF SANITATION,44 BEAVER STREET,,NEW YORK,NY,10004,2124374506,2124374558,"Alternative phone:   
(212) 837-8006
(917) 237-5506
(917) 237-5501
Alternative Fax:
(212) 269-0788
(212) 785-3952",,,C,,01,,,,,,,,,,,,,,,120,2017-09-11 14:33:52
279,NYC ECONOMIC DEVELOPMENT CORP.,"1 LIBERTY PLAZA, 14TH FLOOR",,NEW YORK,NY,10006,2123124237,2123123919,,,,C,,01,,,,,,,,,,,,,,,20,2021-05-19 14:37:46.998000
280,OCEAN PARK APARTMENTS C/O RY MANAGEMENT,125 BEACH 17TH STREET,,FAR ROCKAWAY,NY,,2125347771,,,,,C,,01,,,,,,,,,,,,,,,0,
281,OILEAN CONSTRUCTION,,,,,,,7183665449,,,,C,,01,,,,,,,,,,,,,,,0,
282,"ONBAR ASSOCIATES, LLC",1140 AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,2129444747,,,,,C,,01,,,,,,,,,,,,,,,0,
283,ORSID REALTY CORP.,"156 WEST 56TH STREET, 6TH FLOOR",,NEW YORK,NY,10019,2122472603,,,,,C,,01,,,,,,,,,,,,,,,200,2020-12-14 10:43:13
284,OUTSOURCE CONSULTANTS,,,,,,2127320555,,,,,C,,01,,,,,,,,,,,,,,,0,
285,P.A. COLLINS PE CONSULTING ENGINEERS,"15 WEST 26TH STREET, 5TH FLOOR",,NEW YORK,NY,10010,2126965294,2126965295,,,,C,,01,,,,,,,,,,,,,True,002168,33,2015-10-16 10:29:06
286,PACIFIC LAWN AND SPRINKLERS INC.,22-42 129TH STREET,,COLLEGE POINT,NY,11356,7188867300,,,,,C,,01,,,,,,,,,,,,,,,0,
287,PAR ENVIRONMENT CORP.*,,,,,,,9143982934,,,,C,,01,,,,,,,,,,,,,,,0,
288,"PAUL GOLDEN ARCHITECT, LLC",509 HILLSIDE  TERRACE,,SOUTH ORANGE,NJ,07079,9175592037,,,,,C,,01,,,,,,,,,,,,,True,005465,187,2022-03-17 10:38:36
289,"PERCY, LEE",302 WEST 12TH STREET,,NEW YORK,,10011,2122422055,,,,,C,,01,,,,,,,,,,,,,,,0,
291,"G. PEROTTO ASSOCIATES, LLC.",42-18 235TH STREET,,DOUGLASTON,NY,11363,7187461700,7187461840,,,,C,,01,,,,,,,,,,,,,,,0,
292,PHOENIX BUILDING RESTORER*,132 SUTTON STREET,,BROOKLYN,NY,11222,7189639303,,,4632,,C,13370472*,01,,,,,,True,,,,,,,,,0,
293,PINTO & TEGER ELECTRIC CORP.,14-14 123RD STREET,,COLLEGE POINT,NY,11356,7189397055,7182057060,,,33600,C,113290978,01,,,,,,,,,,,,,,,100,2015-09-10 14:32:49.999000
294,PINTURA PAINTING & DECORATING CORP,21-19 46TH AVENUE,,LONG ISLAND CITY,NY,11101,7189374050,7189373977,,,,C,,01,,,,,,,,,,,,,,,0,
295,PLAZA CONSTRUCTION CO,260 MADISON AVENUE 9TH FLOOR,OLD,NEW YORK,NY,10016,2128494800,2128494730,"DOT
GL-05/12/09
WC-05/12/09
LB-12/31/08",002537,10974,C,133378361,01,2007-12-31,2009-11-05,2009-05-01,2009-05-01,,True,,,,,,,,,0,
296,PLYBAR BUILDING INDUSTRY CORP.,78-21 32ND AVENUE,,EAST ELMHURST,NY,11370,7185258003,7185252322,,11599,16436,C,,01,,,,,,,,,,,,,,,0,
297,POLAND PLUMBING CO.,254 HURON STREET,,BROOKLYN,NY,11222,7183897900,7183897991,,,,C,113545604,01,,,,,,,,,,,,,,,0,
298,POLTEAM RENOVATION CORPORATION,137 BAYARD STREET,,BROOKLYN,NY,11222,7188633222,,,,,C,113526179,01,,,,,,True,,,,,,,,,0,
299,PRIME  INTERIORS LIMITED,37 WEST 39TH STREET,,NEW YORK,NY,10018,2123981547,2123981574,,2888,,C,133847690,01,,,,,,,,,,,,,,,0,
300,"PROMENADE APARTMENTS ASSOCIATES,L.P.",1619 THIRD AVENUE,,NEW YORK,NY,10128,2125347771,,,,,C,,01,,,,,,,,,,,,,,,0,
301,"QUALITY MAINTANCE & REPAIR, INC.",498 WEST MAIN STREET,,COCOA,FL,32922,4076330707,,,,,C,,01,,,,,,,,,,,,,,,0,
302,"QUELLER, SYDNEY",118-18 UNION TURNPIKE,,KEW GARDENS,NY,11328,7185444897,,,,,C,,01,,,,,,,,,,,,,,,0,
303,R. ACEVEDO CONTRACTING INC.,,,,,,7188245972,,,,,C,,01,,,,,,,,,,,,,,,0,
304,"RAMA CONTRACTORS, INC.",45-26 44TH STREET LIC,,NEW YORK,,11104,9177620157,,,,,C,,01,,,,,,True,,,,,,,,,0,
305,RAMCON CORPORATION USA,118 EAST 28TH STREET NY,,NEW YORK,,10016,2127790200,2127790225,,1921,5886,C,133618549,01,,,,,,,,,,,,,,,0,
306,RAND ENGINEERING & ARCHITECTURE DPC,159 WEST 25TH STREET,,NEW YORK,NY,10001,2126758844,,,,,C,,01,,,,,,,,,,,,,True,000266,56,2021-07-29 17:08:51.999000
307,RAYMOND E. PRYMUS P.C.,212 EDGEWATER AVE,,BAYPORT,NY,11705,6314724964,,,,,C,,01,,,,,,,,,,,,,,,0,
308,RCD RESTORATIONS INC.,"2572 BRONXWOOD AVENUE, SUITE 202",,BRONX,NY,10469,7185471778,7185470889,,005806,13639,C,133936115,01,,2010-02-26,2010-04-09,2010-12-05,,True,,,,,,,,,0,
309,TRIBECA EQUITY PARTNERS L.P,60 COLUMBUS CIRCLE 19TH FLOOR,,NEW YORK,NY,10023,2122390656,,,,,C,,01,,,,,,,,,,,,,,,97,2014-07-23 14:38:26
310,RESTAURANT DESIGN & CONST. SERVICES,103 SOUTH BEDFORD RD.,,MOUNT KISCO,NY,10549,9146664149,,,,,C,,01,,,,,,,,,,,,,,,0,
311,RICHIES HOMEWORKS,196 SANFORD AVENUE,,KEARNY,NJ,07032,2016798111,,,22452,,C,,01,,,,,,True,,,,,,,,,0,
312,RICHTER & RATNER CONTRACTING CORP*,55-05 FLUSHING AVENUE,,MASPETH,NY,11378,7184971600,7183818579,1370 broadway ny ny 10018 (212) 936-4500,1953,,C,111750869,01,,,,,,,,,,,,,,,0,
313,"RICONDA MAINTENANCE, INC.",42-22 CRESCENT STREET,,LONG ISLAND CITY,NY,11101,9173906807,,,008343,,C,113367365,01,,2013-01-13,2013-01-15,2013-02-04,,True,,True,True,True,False,True,,,31,2013-01-04 11:23:23
314,RILU REALTY CO. INC.,69-14 MYRTLE AVENUE,,QUEENS,NY,11385,7184970730,,,,,C,,01,,,,,,,,,,,,,,,0,
315,RMGC,,,,,,9172993105,,,5474,,C,124402531,01,,,,,,,,,,,,,,,0,
316,RMT ELECTRIC,238-19 BRADDOCK AVENUE,,BELLEROSE,NY,11426,7183474517,7183435990,,,,C,,01,,,,,,,,,,,,,,,0,
317,RNA HOUSE INC.,150-160 WEST 96TH STREET,,NEW YORK,NY,10025,2128666922,,,,,C,,01,,,,,,,,,,,,,,,0,
318,"ROBERT BONGIORNO/CUSTOM RENOVATOR,INC",1043 72ND STREET,,BROOKLYN,NY,11228,9177505536,,,15381,,C,,01,,,,,,,,,,,,,,,0,
319,ETTINGER ENGINEERING ASSOCIATES,505 8TH AVENUE,,NEW YORK,NY,10018,2122442410,,,,,C,,01,,,,,,,,,,,,,,,200,2020-10-21 11:45:10.999000
320,ROCKLEDGE SCAFFOLD,808 NEPPERHAN AVENUE,,YONKERS,NY,10703,9144230400,9144236542,,1982,,C,,01,,,,,,,,,,,,,,,0,
321,TF CORNERSTONE INC.,387 PARK AVENUE SOUTH,7TH FLOOR,NEW YORK,NY,10016,2126721000,,,,19777,C,132766269,01,,,,,,True,,,,,,,,,0,
322,RONCO CONSTRUCTION CORP,P.O. BOX 566 SCARSDALE,,SCARSDALE,NY,10583,9147235033,9147231322,,2739,,C,133823679,01,,,,,,,,,,,,,,,0,
323,RUDD MANAGEMENT,545 MADISON AVENUE,,NEW YORK,NY,,2123195000,,,,,C,,01,,,,,,,,,,,,,,,0,
324,RUDIN MGMT CO. AAF 415 MADISON AVE. LLC.,345 PARK AVENUE-33RD FLOOR,,NEW YORK,NY,10154,2124072400,,,,,C,,01,,,,,,,,,,,,,,,0,
325,"RUSCONI, GUSTAVO",309 EAST 45TH STREET,,NEW YORK,NY,10017,2129841710,,,,,C,,01,,,,,,,,,,,,,,,0,
326,"RUSK RENOVATION, INC.",3611 HENRY HUDSON PARKWAY,SUITE OA,RIVERDALE,NY,10463,2125440986,2126259017,,3509,,C,133892141,01,,,,,,True,,,,,,,,,0,
